"name" "id" "nametype" "recclass" "mass..g." "fall" "year" "reclat" "reclong" "GeoLocation"
"225" "Daniel's Kuil" 5513 "Valid" "EL6" 1064 "Fell" 1868 -28.2 24.56667 "(-28.200000, 24.566670)"
"226" "Danville" 5514 "Valid" "L6" 2000 "Fell" 1868 34.4 -87.06667 "(34.400000, -87.066670)"
"227" "Darmstadt" 6603 "Valid" "H5" 100 "Fell" 1804 49.86667 8.65 "(49.866670, 8.650000)"
"228" "Dashoguz" 6604 "Valid" "H5" 7000 "Fell" 1998 41.98444 59.685 "(41.984440, 59.685000)"
"229" "Daule" 51559 "Valid" "L5" 6580 "Fell" 2008 -1.87089 -79.95756 "(-1.870890, -79.957560)"
"230" "De Cewsville" 6621 "Valid" "H6" 340 "Fell" 1887 43 -80 "(43.000000, -80.000000)"
"231" "Deal" 6634 "Valid" "L6" 28 "Fell" 1829 40.25 -74 "(40.250000, -74.000000)"
"232" "Delhi" 6642 "Valid" "L5" 0.8 "Fell" 1897 28.56667 77.25 "(28.566670, 77.250000)"
"233" "Demina" 6649 "Valid" "L6" 16400 "Fell" 1911 51.46667 84.76667 "(51.466670, 84.766670)"
"234" "Denver" 6660 "Valid" "L6" 230 "Fell" 1967 39.7825 -104.93056 "(39.782500, -104.930560)"
"235" "Dergaon" 6664 "Valid" "H5" 12500 "Fell" 2001 26.68333 93.86667 "(26.683330, 93.866670)"
"236" "Desuri" 6693 "Valid" "H6" 25400 "Fell" 1962 25.73333 73.61667 "(25.733330, 73.616670)"
"237" "Devgaon" 6694 "Valid" "H3.8" 12000 "Fell" 2001 19 81 "(19.000000, 81.000000)"
"238" "Devri-Khera" 6696 "Valid" "L6" 1140 "Fell" 1994 24.225 76.525 "(24.225000, 76.525000)"
"239" "Dhajala" 6698 "Valid" "H3.8" 45000 "Fell" 1976 22.37778 71.42722 "(22.377780, 71.427220)"
"240" "Dharwar" 6699 "Valid" "OC" 1800 "Fell" 1848 14.88333 75.6 "(14.883330, 75.600000)"
"241" "Dhurmsala" 7640 "Valid" "LL6" 32000 "Fell" 1860 32.23333 76.46667 "(32.233330, 76.466670)"
"242" "Didim" 47350 "Valid" "H3-5" 3396 "Fell" 2007 37.35172 27.32997 "(37.351720, 27.329970)"
"243" "Diep River" 7642 "Valid" "L6" 1000 "Fell" 1906 -33.75 18.56667 "(-33.750000, 18.566670)"
"244" "Distrito Quebracho" 7649 "Valid" "H4" 400 "Fell" 1957 -31.88333 -60.46667 "(-31.883330, -60.466670)"
"245" "Djati-Pengilon" 7652 "Valid" "H6" 166000 "Fell" 1884 -7.5 111.5 "(-7.500000, 111.500000)"
"246" "Djermaia" 7656 "Valid" "H" 3950 "Fell" 1961 12.73333 15.05 "(12.733330, 15.050000)"
"247" "Djoumine" 7657 "Valid" "H5-6" 10000 "Fell" 1999 36.95 9.55 "(36.950000, 9.550000)"
"248" "Dokachi" 7658 "Valid" "H5" 3840 "Fell" 1903 23.5 90.33333 "(23.500000, 90.333330)"
"249" "Dolgovoli" 7659 "Valid" "L6" 1600 "Fell" 1864 50.75 25.3 "(50.750000, 25.300000)"
"250" "Domanitch" 7661 "Valid" "L5" 438 "Fell" 1907 40 29 "(40.000000, 29.000000)"
"251" "Dong Ujimqin Qi" 7706 "Valid" "Mesosiderite" 128800 "Fell" 1995 45.5 119.03333 "(45.500000, 119.033330)"
"252" "Donga Kohrod" 7707 "Valid" "H6" 230 "Fell" 1899 21.86667 82.45 "(21.866670, 82.450000)"
"253" "Dongtai" 7708 "Valid" "LL6" 5500 "Fell" 1970 32.91667 120.78333 "(32.916670, 120.783330)"
"254" "Doroninsk" 7718 "Valid" "H5-7" 3891 "Fell" 1805 51.2 112.3 "(51.200000, 112.300000)"
"255" "Dosso" 7722 "Valid" "L6" 1250 "Fell" 1962 13.05 3.16667 "(13.050000, 3.166670)"
"256" "Douar Mghila" 7723 "Valid" "LL6" 1161 "Fell" 1932 32.33333 -6.3 "(32.333330, -6.300000)"
"257" "Dowa" 7725 "Valid" "Stone-uncl" 642 "Fell" 1976 -13.66667 33.91667 "(-13.666670, 33.916670)"
"258" "Drake Creek" 7728 "Valid" "L6" 5000 "Fell" 1827 36.4 -86.5 "(36.400000, -86.500000)"
"259" "Dresden (Ontario)" 7731 "Valid" "H6" 47700 "Fell" 1939 42.52 -82.26 "(42.520000, -82.260000)"
"260" "Dubrovnik" 7736 "Valid" "L3-6" 1900 "Fell" 1951 42.45833 18.44167 "(42.458330, 18.441670)"
"261" "Dunbogan" 7743 "Valid" "L6" 30 "Fell" 1999 -31.66667 152.83333 "(-31.666670, 152.833330)"
"262" "Dundrum" 7745 "Valid" "H5" 2270 "Fell" 1865 52.55 -8.03333 "(52.550000, -8.033330)"
"263" "Dunhua" 7749 "Valid" "Stone-uncl" NA "Fell" 1976 43.33333 128.25 "(43.333330, 128.250000)"
"264" "Durala" 7750 "Valid" "L6" 13200 "Fell" 1815 30.3 76.63333 "(30.300000, 76.633330)"
"265" "Duruma" 7752 "Valid" "L6" 577 "Fell" 1853 -4 39.5 "(-4.000000, 39.500000)"
"266" "Duwun" 7754 "Valid" "L6" 2117 "Fell" 1943 33.43333 127.26667 "(33.433330, 127.266670)"
"267" "Dwaleni" 7755 "Valid" "H4-6" 3230 "Fell" 1970 -27.2 31.31667 "(-27.200000, 31.316670)"
"268" "Dyalpur" 7757 "Valid" "Ureilite" 300 "Fell" 1872 26.25 82 "(26.250000, 82.000000)"
"269" "Dyarrl Island" 7758 "Valid" "Mesosiderite-A1" 188 "Fell" 1933 -3 151 "(-3.000000, 151.000000)"
"270" "Eagle" 7760 "Valid" "EL6" 10000 "Fell" 1947 40.78167 -96.47167 "(40.781670, -96.471670)"
"271" "Ehole" 7774 "Valid" "H5" 2400 "Fell" 1961 -17.3 15.83333 "(-17.300000, 15.833330)"
"272" "Eichstädt" 7775 "Valid" "H5" 3000 "Fell" 1785 48.9 11.21667 "(48.900000, 11.216670)"
"273" "Ekeby" 7776 "Valid" "H4" 3336 "Fell" 1939 56.03333 13 "(56.033330, 13.000000)"
"274" "Ekh Khera" 7777 "Valid" "H6" 840 "Fell" 1916 28.26667 78.78333 "(28.266670, 78.783330)"
"275" "El Idrissia" 7807 "Valid" "L6" 10000 "Fell" 1989 34.41667 3.25 "(34.416670, 3.250000)"
"276" "El Paso de Aguila" 45977 "Valid" "H5" 17226 "Fell" 1977 25.37 -97.37 "(25.370000, -97.370000)"
"277" "El Tigre" 7819 "Valid" "L6" 5000 "Fell" 1993 19.96722 -103.05167 "(19.967220, -103.051670)"
"278" "Elbert" 7822 "Valid" "LL6" 680.5 "Fell" 1998 39.24667 -104.58817 "(39.246670, -104.588170)"
"279" "Elbogen" 7823 "Valid" "Iron, IID" 107000 "Fell" 1399 50.18333 12.73333 "(50.183330, 12.733330)"
"280" "Elenovka" 7824 "Valid" "L5" 54640 "Fell" 1951 47.83333 37.66667 "(47.833330, 37.666670)"
"281" "Ellemeet" 10019 "Valid" "Diogenite" 1470 "Fell" 1925 51.75 4 "(51.750000, 4.000000)"
"282" "Emmaville" 10033 "Valid" "Eucrite-mmict" 127 "Fell" 1900 -29.46667 151.61667 "(-29.466670, 151.616670)"
"283" "Enshi" 10038 "Valid" "H5" 8000 "Fell" 1974 30.3 109.5 "(30.300000, 109.500000)"
"284" "Ensisheim" 10039 "Valid" "LL6" 127000 "Fell" 1491 47.86667 7.35 "(47.866670, 7.350000)"
"285" "Épinal" 10041 "Valid" "H5" 277 "Fell" 1822 48.18333 6.46667 "(48.183330, 6.466670)"
"286" "Erakot" 10042 "Valid" "CM2" 113 "Fell" 1940 19.03333 81.89167 "(19.033330, 81.891670)"
"287" "Erevan" 10043 "Valid" "Howardite" 107.2 "Fell" 1911 40.3 44.5 "(40.300000, 44.500000)"
"288" "Ergheo" 10044 "Valid" "L5" 20000 "Fell" 1889 1.16667 44.16667 "(1.166670, 44.166670)"
"289" "Erxleben" 10049 "Valid" "H6" 2250 "Fell" 1812 52.21667 11.25 "(52.216670, 11.250000)"
"290" "Esnandes" 10051 "Valid" "L6" 1500 "Fell" 1837 46.25 -1.1 "(46.250000, -1.100000)"
"291" "Essebi" 10055 "Valid" "C2-ung" 500 "Fell" 1957 2.88333 30.83333 "(2.883330, 30.833330)"
"292" "Estherville" 10059 "Valid" "Mesosiderite-A3/4" 320000 "Fell" 1879 43.41667 -94.83333 "(43.416670, -94.833330)"
"293" "Farmington" 10074 "Valid" "L5" 89400 "Fell" 1890 39.75 -97.03333 "(39.750000, -97.033330)"
"294" "Farmville" 10075 "Valid" "H4" 56000 "Fell" 1934 35.55 -77.53333 "(35.550000, -77.533330)"
"295" "Favars" 10078 "Valid" "H5" 1500 "Fell" 1844 44.38333 2.81667 "(44.383330, 2.816670)"
"296" "Fayetteville" 10079 "Valid" "H4" 2360 "Fell" 1934 36.05 -94.16667 "(36.050000, -94.166670)"
"297" "Feid Chair" 10080 "Valid" "H4" 380 "Fell" 1875 36.88333 8.45 "(36.883330, 8.450000)"
"298" "Felix" 10081 "Valid" "CO3.3" 3200 "Fell" 1900 32.53333 -87.16667 "(32.533330, -87.166670)"
"299" "Fenghsien-Ku" 10086 "Valid" "H5" 82 "Fell" 1924 34.6 116.75 "(34.600000, 116.750000)"
